old_path,new_path,action,reason,confidence
one-pager-handoff/examples/The Glow Clinic - Revenue Diagnostic.html,10 Tooling/one-pager-handoff/examples/The Glow Clinic - Revenue Diagnostic.html,move,"byte-identical to One-page-docs/The Glow Clinic - Revenue Diagnostic.html; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/The Glow Clinic - Revenue Diagnostic.jpg,10 Tooling/one-pager-handoff/examples/The Glow Clinic - Revenue Diagnostic.jpg,move,"byte-identical to One-page-docs/The Glow Clinic - Revenue Diagnostic.jpg; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/The Glow Clinic - Revenue Diagnostic.pdf,10 Tooling/one-pager-handoff/examples/The Glow Clinic - Revenue Diagnostic.pdf,move,"byte-identical to One-page-docs/The Glow Clinic - Revenue Diagnostic.pdf; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Vtiara Hair & Skin Clinic - Revenue Diagnostic.html,10 Tooling/one-pager-handoff/examples/Vtiara Hair & Skin Clinic - Revenue Diagnostic.html,move,"byte-identical to One-page-docs/Vtiara Hair & Skin Clinic - Revenue Diagnostic.html; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Vtiara Hair & Skin Clinic - Revenue Diagnostic.jpg,10 Tooling/one-pager-handoff/examples/Vtiara Hair & Skin Clinic - Revenue Diagnostic.jpg,move,"byte-identical to One-page-docs/Vtiara Hair & Skin Clinic - Revenue Diagnostic.jpg; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Vtiara Hair & Skin Clinic - Revenue Diagnostic.pdf,10 Tooling/one-pager-handoff/examples/Vtiara Hair & Skin Clinic - Revenue Diagnostic.pdf,move,"byte-identical to One-page-docs/Vtiara Hair & Skin Clinic - Revenue Diagnostic.pdf; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/wedge-signal-entry.md,10 Tooling/one-pager-handoff/wedge-signal-entry.md,move,"byte-identical to wedge-signal-entry.md; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched | NAME KEPT: 51 vault files cite `wedge-signal-entry.md` in prose; Title-Case rename would force prose edits (rule 2) — propose frontmatter `aliases:` in Phase 3 instead. Flip to rename if you prefer rule 8 strictly",medium
Project-Hand-Off/00-START-HERE.md,11 Hand-Off/00 Start Here.md,move,content-based routing → 11 Hand-Off | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
Project-Hand-Off/01-STATE-OF-PLAY.md,11 Hand-Off/01 State of Play.md,move,content-based routing → 11 Hand-Off | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
Project-Hand-Off/02-BUYER-OFFER-AND-DEMO.md,11 Hand-Off/02 Buyer Offer and Demo.md,move,content-based routing → 11 Hand-Off | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
Project-Hand-Off/03-DRAFTING-ENGINE.md,11 Hand-Off/03 Drafting Engine.md,flag-merge-candidate,"content-based routing → 11 Hand-Off | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with 'personalized-outbound-v2.md': 03 '## 4 · The sequence — 4 touches, 2 channels' ↔ v2 '## The Sequence — Three Threads' / '### 6 · The silence bumps — touches 2, 3 and 4'; both have a 'rebutta — Hand-off condensation of the outbound skill",high
Project-Hand-Off/04-WEDGE-ROUTING.md,11 Hand-Off/04 Wedge Routing.md,flag-merge-candidate,"content-based routing → 11 Hand-Off | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with 'wedge-signal-entry.md (== one-pager-handoff/wedge-signal-entry.md, exact dup)': '### 2.3 Save the screenshot, not the summary', '### 2.4 Verdict', 'Hard kills — disqualify immediately', 'Signal → wedge routing' table — 04-WEDGE-ROUTING is a condensed hand-off rewrite of wedge-signal-entry (which carries a Change log and §4 schema tagging that 04 lacks)",high
Project-Hand-Off/05-CLINIC-INVENTORY.md,11 Hand-Off/05 Clinic Inventory.md,flag-merge-candidate,"content-based routing → 11 Hand-Off | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with 'Pre-outbound-research/batch7/BATCH7-CONSOLIDATED-STATE.md': '## 1. Send + shop state, all 12' ↔ 'PART A · Batch 2 — the live cohort (12 clinics)'; the five confirmed wedges (Dr. Priya's, Akera Health …) — Same 12-clinic Batch 7/'Batch 2' roster snapshot, 2026-08-13/14, different framing",high
Project-Hand-Off/06-DECISIONS-AND-LEARNINGS.md,11 Hand-Off/06 Decisions and Learnings.md,move,content-based routing → 11 Hand-Off | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
Project-Hand-Off/PROJECT-INSTRUCTIONS-paste-this.txt,11 Hand-Off/PROJECT-INSTRUCTIONS-paste-this.txt,move,content-based routing → 11 Hand-Off,high
Project-Hand-Off/SETUP.md,11 Hand-Off/Setup.md,move,content-based routing → 11 Hand-Off,high
.DS_Store,99_Review/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
Mystery_Shop_2026-08-15/.DS_Store,99_Review/Mystery_Shop_2026-08-15/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
One-page-docs/.DS_Store,99_Review/One-page-docs/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
Pre-outbound-research/.DS_Store,99_Review/Pre-outbound-research/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
Pre-outbound-research/batch7/.DS_Store,99_Review/Pre-outbound-research/batch7/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
Pre-outbound-research/batch7/mystery-shop-b7/.DS_Store,99_Review/Pre-outbound-research/batch7/mystery-shop-b7/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
Proposals & SOW/.DS_Store,99_Review/Proposals & SOW/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
Resources/.DS_Store,99_Review/Resources/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
Resources/_source/aurilueur-proposal/out.pdf,99_Review/Resources/_source/aurilueur-proposal/out.pdf,consolidate-duplicate,byte-identical to 'Proposals & SOW/Aurilueur Esthetic Clinic - Enquiry and Appointment Systems Proposal.pdf' which is the shipped/canonical copy; this one is the headless-Chrome build artefact named in the kit README,high
Resources/_source/rua-proposal/rua-out.pdf,99_Review/Resources/_source/rua-proposal/rua-out.pdf,consolidate-duplicate,byte-identical to 'Proposals & SOW/RUA Skin & Hair Center - Patient Communications Proposal.pdf' which is the shipped/canonical copy; this one is the headless-Chrome build artefact named in the kit README,high
Resources/_source/rua-sow/rua-sow-out.pdf,99_Review/Resources/_source/rua-sow/rua-sow-out.pdf,consolidate-duplicate,byte-identical to 'Proposals & SOW/RUA Skin & Hair Center - Scope of Work.pdf' which is the shipped/canonical copy; this one is the headless-Chrome build artefact named in the kit README,high
Resources/_source/skinfit-proposal-v2/README.md,99_Review/Resources/_source/skinfit-proposal-v2/README.md,consolidate-duplicate,"byte-identical to 'Resources/_source/skinfit-proposal/README.md' which is the shipped/canonical copy; v2 kit's README still names the v1 output path (Phase 0 note), so it is the stale copy",medium
Resources/_source/skinfit-proposal-v2/out.pdf,99_Review/Resources/_source/skinfit-proposal-v2/out.pdf,consolidate-duplicate,byte-identical to 'Proposals & SOW/SkinFit Wellness - Patient Communications Proposal v2.pdf' which is the shipped/canonical copy; this one is the headless-Chrome build artefact named in the kit README,high
lead-qualifier-suite/.DS_Store,99_Review/lead-qualifier-suite/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
lead-qualifier-suite/skills/.DS_Store,99_Review/lead-qualifier-suite/skills/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
lead-qualifier-suite/skills/gamma-deck/.DS_Store,99_Review/lead-qualifier-suite/skills/gamma-deck/.DS_Store,consolidate-duplicate,"macOS Finder artefact (rule 1). Untracked in git (.gitignore) so plain mv, not git mv",high
new_leads_1/Clinic_Directory_Template csv 3b771d3ba7f680e0b00acf18a11921d5_all.csv,99_Review/new_leads_1/Clinic_Directory_Template csv 3b771d3ba7f680e0b00acf18a11921d5_all.csv,consolidate-duplicate,byte-identical to 'new_leads_1/Clinic_Directory_Template csv 3b771d3ba7f680e0b00acf18a11921d5.csv' which is the shipped/canonical copy,high
CLAUDE.md,CLAUDE.md,keep,PROTECTED (Tilak 2026-09-08): Read by Claude Code from vault root; every governing doc cites it by this name,high
COHORT-INDEX.md,COHORT-INDEX.md,keep,index file; root is where indexes live; 3 files cite it,high
MEMORY.md,MEMORY.md,keep,"PROTECTED (Tilak 2026-09-08): Referenced by CLAUDE.md as ""this folder"" memory; 33 files cite it by name",high
_archive/README.md,_archive/README.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/Valence-Research-Intelligence/OUTREACH document.md,_archive/Valence-Research-Intelligence/OUTREACH document.md,flag-merge-candidate,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched | MERGE CANDIDATE with 'Pre-outbound-research/OUTREACH document.md': Every clinic's '### ICP Qualification' section (Aura Cutisurg etc.) — Same dossier set; Pre-outbound copy (mod 2026-08-13) adds 11 '(ICP/prestige scoring was RETIRED 2026-07-22)' annotations; _archive copy (mod",high
_archive/Valence-Research-Intelligence/compass_artifact_wf-247346dc-59f2-4074-abaa-8bbe66921f69_text_markdown.md,_archive/Valence-Research-Intelligence/compass_artifact_wf-247346dc-59f2-4074-abaa-8bbe66921f69_text_markdown.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/Valence-Research-Intelligence/outreach -2.md,_archive/Valence-Research-Intelligence/outreach -2.md,flag-merge-candidate,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched | MERGE CANDIDATE with 'Pre-outbound-research/outreach -2.md': '# ICP Qualification' section of Dr. Swetha's Cosmoderm Centre dossier and 8 others — Same pattern as above: 9 RETIRED annotations only in the Pre-outbound copy",high
_archive/Valence-Research-Intelligence/section 1.md,_archive/Valence-Research-Intelligence/section 1.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/Valence-Research-Intelligence/section 2.md,_archive/Valence-Research-Intelligence/section 2.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/Valence-Research-Intelligence/section 3.md,_archive/Valence-Research-Intelligence/section 3.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/Valence-Research-Intelligence/section 4.md,_archive/Valence-Research-Intelligence/section 4.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/Valence-Research-Intelligence/section 5.md,_archive/Valence-Research-Intelligence/section 5.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/Valence-Research-Intelligence/section 6.md,_archive/Valence-Research-Intelligence/section 6.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/Valence-Research-Intelligence/section 7.md,_archive/Valence-Research-Intelligence/section 7.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/Valence-Research-Intelligence/section 8.md,_archive/Valence-Research-Intelligence/section 8.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/batch3-aesthetic-audit.md,_archive/batch3-aesthetic-audit.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/clinic-apify-research-skill.md,_archive/clinic-apify-research-skill.md,flag-merge-candidate,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched | MERGE CANDIDATE with '.claude/skills/clinic-audit-research/SKILL.md': '## Phase 0 — Intake, depth mode, preflight, pre-screen' and 'What this skill is for' — SKILL.md (2026-08-13) adds the '> Sequencing changed 2026-08-13' block; _archive copy (2026-07-30) is the prior version (29 diff lines)",high
_archive/elective-clinics-sales1.md,_archive/elective-clinics-sales1.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/one-pager-handoff.zip,_archive/one-pager-handoff.zip,flag-merge-candidate,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched | MERGE CANDIDATE with 'one-pager-handoff/ (folder)': ZIP (3.2 MB, 2026-08-04) presumably packages an earlier one-pager-handoff/ tree — Not extracted/compared; binary archive. Flag for human decision",high
_archive/personalized-outbound-skill.md,_archive/personalized-outbound-skill.md,flag-merge-candidate,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched | MERGE CANDIDATE with 'personalized-outbound-v2.md': '## The Sequence — Three Threads' → '### 5 · The meet ask' and '### 6 · The silence bumps' (v1: 'call/offline meet ask', 'silence bump Day 2–3') — v2 adds 'Revised 2026-08-13' block (rev-share struck, 2-touch cap). Shared verbatim: Offer Engineering Lens, Risk Reversal Standard, Languag",high
_archive/scrape-southeast-bangalore-RESUME.md,_archive/scrape-southeast-bangalore-RESUME.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
_archive/valence-ops-clinic-intelligence-os.md,_archive/valence-ops-clinic-intelligence-os.md,keep,"_archive is already curated (its README dates each retirement); CLAUDE.md forbids reading from it; 39 files, leave untouched",high
files/LEARNINGS_LOG.md,files/LEARNINGS_LOG.md,keep,ledger folder kept intact; declared FROZEN as a sink by the write policy (new tried→happened→changed entries go to OUTBOUND_MEMORY §6); file not edited,high
files/OUTBOUND_MEMORY.md,files/OUTBOUND_MEMORY.md,keep,"PROTECTED (Tilak 2026-09-08): precedence #1 doc, 43 files cite files/OUTBOUND_MEMORY.md; stays at this path, no frontmatter",high
files/OUTBOUND_SYSTEM_AUDIT.md,files/OUTBOUND_SYSTEM_AUDIT.md,keep,kept with files/ so the CLAUDE.md audit table paths stay true; 7 files cite it,high
files/REPLY_LOG.csv,files/REPLY_LOG.csv,keep,superseded by Notion per CLAUDE.md; frozen by the write policy; stays as history,high
files/SEND_LOG.csv,files/SEND_LOG.csv,keep,already self-declared frozen 2026-08-13; stays with the ledger folder as history,high
taste-n-judgement.md,taste-n-judgement.md,keep,"PROTECTED (Tilak 2026-09-08): insight store, stays at root, no move/rename/frontmatter; 6 files cite it",high
